WKT,id,id2,sportpark,sportparkFunctioneleNaam,objecttype,objectsubtype,veldindeling,sportfunctie,jaarVanActiviteit,soortOndergrond,oppervlakte,omtrek
"MULTIPOLYGON (((4.89046720931885 52.3192473858092,4.89045980382129 52.3192302239572,4.89047803407005 52.3192276490991,4.89047346483109 52.3192152357301,4.89038861014956 52.3190047445139,4.89034113374726 52.3188919908309,4.89029758861874 52.3187713353803,4.89024508426377 52.3186518286661,4.8901985788984 52.3185349356159,4.89016765018367 52.3184546973517,4.89015164305562 52.3183988607545,4.89014667334063 52.3183554018009,4.89013475572911 52.3183509117509,4.89008781476258 52.3183503370241,4.89003902174877 52.3183527474354,4.89000609705173 52.3183526090661,4.88999441535785 52.3183519398117,4.88997805809409 52.3183509992463,4.88992256906629 52.3183515120023,4.88987382624504 52.3183494376404,4.88985302603986 52.3183549585894,4.88984533671551 52.3183566339465,4.88983285436961 52.3183593587014,4.88978892624975 52.3183621579626,4.88975173792718 52.3183616330955,4.88971632435862 52.3183663375962,4.88965224536499 52.3183716765066,4.88959620111399 52.3183680703584,4.88954947233246 52.3183616452476,4.8895401881137 52.3183603658748,4.88952928928007 52.3183539656463,4.88953358333137 52.3183463980005,4.88953861019967 52.3183375661564,4.88956239810051 52.3183376662224,4.88961970567176 52.3183371612843,4.88967890712562 52.318332556855,4.88972104809218 52.3183256337036,4.88975278901839 52.3183227742347,4.8898015381188 52.318325594661,4.88986244933735 52.3183307131486,4.88992340664315 52.3183317153827,4.88998748554701 52.3183263763253,4.89004734677835 52.3183165435808,4.89010468577684 52.3183145375759,4.8901322069093 52.31830606087,4.8901394039461 52.3182920162028,4.89013324453854 52.318238225258,4.89012600873777 52.3181312039918,4.89011406557344 52.3180254481999,4.89010548297777 52.3178972370046,4.89010148579654 52.3177891508009,4.89009195854728 52.3176536195529,4.89007925086656 52.31752445628,4.89007798036059 52.3174951327082,4.890064453635 52.3174955342439,4.89006194230056 52.3174814218181,4.89007736157552 52.317480965321,4.89007710520529 52.3174750412776,4.89008006297365 52.3174544985874,4.89008246905087 52.3174439390347,4.88995921545104 52.3175028214701,4.8899600297469 52.3175033898022,4.88996075802159 52.3175040004044,4.88996139446219 52.317504648403,4.88996193398881 52.317505328626,4.88996237229508 52.3175060356439,4.88996270588257 52.3175067638136,4.88996287583636 52.3175072837779,4.88996299233381 52.3175078092431,4.8899630549178 52.3175083381472,4.88996306095282 52.3175088304362,4.88996302119152 52.3175093221357,4.88996293576315 52.3175098116471,4.88996280437273 52.3175102991824,4.88996262768407 52.3175107813127,4.88996240627592 52.3175112564588,4.88995995538532 52.3175140233902,4.88993939778657 52.3175372154064,4.88935275344493 52.3178247936627,4.88934832928798 52.3178269590819,4.8893475560384 52.3178274930822,4.88934683517489 52.3178280539304,4.88934616917447 52.3178286396995,4.88934555939326 52.3178292493732,4.8893450090497 52.3178298799269,4.88934452004098 52.317830529187,4.88934427695093 52.3178308953673,4.88934405273032 52.3178312660418,4.88934384759998 52.3178316408454,4.88934366269147 52.3178320174024,4.88934349705239 52.3178323973129,4.8893433508442 52.3178327802066,4.88934342270958 52.3178381462309,4.88934954518579 52.318283859441,4.88935378586341 52.318548055922,4.88936439864222 52.3187946361385,4.88938234244943 52.3188464095135,4.88941710172011 52.3188661042549,4.8894911583295 52.3188683032781,4.88955266838625 52.3188881105185,4.88964678594112 52.318936420388,4.88965437049346 52.3189441098977,4.88972308230388 52.3190136678827,4.88975171985658 52.3191203477358,4.88975156109202 52.3192275266577,4.88972343513324 52.3196252626022,4.88971876670297 52.3197671064909,4.88972688849829 52.3197766048023,4.88974149468335 52.3197767920496,4.88979683951043 52.3197775280722,4.88980186027793 52.3197889007794,4.88973995206254 52.3197940511369,4.88971534734922 52.3197960957596,4.88969731310441 52.3200286782424,4.88969660656103 52.3200917696605,4.88978125399198 52.3200914245441,4.88978141181968 52.3201061472317,4.88969644170057 52.3201064909913,4.88969512422146 52.3202241358124,4.88970427988955 52.3202330003379,4.88976395174859 52.3202350757771,4.88980000777306 52.3202373125456,4.88986715432706 52.3202372622858,4.89021872783975 52.3202356748624,4.89061564856667 52.3202383302453,4.89077668547637 52.3202364086061,4.89095090836338 52.3202318367298,4.89116136811726 52.3202290702939,4.89135013255493 52.3202291695423,4.89152251779567 52.3202276000363,4.89163198060029 52.3202300269408,4.89163536876818 52.3202300075759,4.89163873950577 52.3202297963569,4.89164206394453 52.3202293950929,4.89164531836082 52.3202288062127,4.89164846982968 52.3202280352292,4.89165149128044 52.3202270887649,4.89165435750884 52.3202259743348,4.89165704380752 52.3202247026781,4.89165952728155 52.320223284633,4.89166178401176 52.3202217343619,4.89166379814184 52.3202200633119,4.89166555254978 52.3202182856885,4.8916670228017 52.3202164187614,4.89166820645004 52.3202144768462,4.89166909344964 52.3202124764232,4.89166967746147 52.320210428763,4.89166995062453 52.3202083568153,4.89166991060776 52.3202062782617,4.8916515903518 52.3200144017986,4.89166698115794 52.3200139449727,4.89165952833424 52.3199339133148,4.89164394759544 52.3199343064295,4.89162378883333 52.3197231883493,4.89162376476057 52.3197224635436,4.89162383668989 52.319721739929,4.89162400414741 52.3197210222726,4.89162426602993 52.3197203153022,4.89162462061222 52.3197196236753,4.89162506487815 52.3197189528664,4.89162559633826 52.3197183063089,4.89162621150106 52.3197176882505,4.89162690632522 52.3197171027515,4.89162767624604 52.3197165536584,4.89162851549147 52.319716043919,4.89162941863657 52.3197155769877,4.89163037988373 52.3197151558618,4.89163139306235 52.3197147832446,4.89163245166846 52.3197144615282,4.89163354890294 52.3197141927785,4.89163467772555 52.3197139787197,4.89163583089002 52.3197138207258,4.89163700099381 52.3197137198111,4.89163763799582 52.3197136964877,4.89162672193012 52.3196114552653,4.89161341141522 52.3196147699341,4.89158666253917 52.319618396805,4.8914104409192 52.3196248666495,4.891261536951 52.3196293116539,4.89087139747023 52.3196384968478,4.89084834750147 52.3196379237895,4.89084281334066 52.3196435988389,4.89088692990708 52.3196778656807,4.89089987388755 52.3197362508347,4.89092578244543 52.3197408983619,4.89099385126897 52.3197343711262,4.89105441663585 52.3197338701642,4.89109273954016 52.3197340308758,4.89119784464484 52.319729923754,4.89126213523024 52.3197294383037,4.89131663604724 52.3197190611509,4.89138703349903 52.31972465901,4.89151921986696 52.3197305157297,4.89151778320461 52.3197370258684,4.89151418336137 52.319753377577,4.89151271586083 52.3197600224034,4.89147435903523 52.3197628995635,4.89123330847917 52.3197641541874,4.89091551657736 52.31977494604,4.8908682867101 52.3197974690733,4.89083981267283 52.3198018974404,4.89081990717668 52.3198139294838,4.89081197821413 52.3198593475427,4.89078718316503 52.3198653012846,4.89075629595796 52.3198651716768,4.89066875296468 52.3198451120086,4.89059963821634 52.3198349712775,4.89054326585877 52.319792321184,4.89050502761382 52.3197845839305,4.89042260866325 52.3197798158721,4.89038685916049 52.3197777423599,4.89037316166908 52.3197789251546,4.8903770209786 52.3197997391422,4.89035362163889 52.3198015462888,4.89034980412765 52.3197809302077,4.89033935119522 52.3197818300272,4.89029708440502 52.3197854633358,4.89026577271536 52.3197878843534,4.89011522352095 52.3197872518836,4.89009542406565 52.3197871686902,4.88996608778494 52.3197887552727,4.88989796261149 52.3197871926559,4.88989673149334 52.319772699139,4.88995515637395 52.3197708146078,4.88999563493891 52.3197644595888,4.89003177920302 52.3197587784025,4.89030229669236 52.3197548098502,4.89034482451261 52.3197540627214,4.89034375994308 52.3197482701041,4.89036715925511 52.3197464629593,4.89036848690732 52.3197536497911,4.89040034974684 52.3197530915363,4.89043447191088 52.3197485431869,4.89050885431348 52.3197492869116,4.89058121177725 52.3197461753089,4.89060146798863 52.3197368860579,4.89061691246062 52.3197237478016,4.89061982763493 52.3197122556479,4.89061582396396 52.3196964742329,4.89061325206297 52.3196785687179,4.89062591475058 52.3196649873691,4.89064553916328 52.319651857666,4.89067477767617 52.3196485740056,4.89070120579851 52.3196474086531,4.89072145762306 52.3196398180584,4.89072924154292 52.3196270700656,4.89073097264086 52.3196178468546,4.89071939436714 52.3196144548021,4.89068495800233 52.3196025092927,4.89065382094764 52.3195866948894,4.89062748388188 52.3195639710277,4.89060836632209 52.3195409449156,4.89058725088472 52.3195050848158,4.89056555339719 52.3194465100845,4.89051924985339 52.3193389653483,4.89050950048025 52.3193136776711,4.89050664512336 52.3193093245729,4.89050236836919 52.3193022332142,4.89048785899377 52.3192960246369,4.89046699475853 52.3192954337174,4.89044819160473 52.3192967748388,4.89044158633172 52.3192972414329,4.89041211385029 52.3193057279922,4.89040738442998 52.3193063282908,4.89040837796431 52.3193145383295,4.89038545734304 52.3193155296017,4.8903847066966 52.3193092080221,4.89038129923523 52.3193096341149,4.89028536864982 52.3193078830445,4.89010798347569 52.3193188129978,4.89007063895439 52.3193177572966,4.89002825104025 52.3193139031569,4.89000331346656 52.319311641281,4.88991172288812 52.319313943672,4.88990756377581 52.3192937305893,4.88999107297095 52.3192927334206,4.89002401588397 52.3192899957707,4.89006805732518 52.319286325079,4.89021026764275 52.3192770449844,4.89029237543129 52.3192702086299,4.89034950950354 52.3192708979841,4.89038068215658 52.3192756306547,4.89037905841991 52.3192621331394,4.89040196424716 52.3192611507941,4.89040413854723 52.3192791894629,4.89043307101738 52.3192835801635,4.89043785518 52.3192833306182,4.89044432714969 52.3192829803062,4.89045646395097 52.319282321231,4.89047094351923 52.3192793890887,4.89048446487998 52.3192729566649,4.8904863471443 52.3192502164318,4.89048441124004 52.3192449594251,4.89046720931885 52.3192473858092),(4.88996405541178 52.3200784020281,4.88994430962913 52.3200683766548,4.8899310748218 52.320053221611,4.8899208169638 52.3200357074738,4.88991813551643 52.3200205546516,4.88992116244531 52.3200048434565,4.88993458410578 52.3199944172593,4.88994799924178 52.3199845734005,4.88996991500693 52.3199794242069,4.89000510901873 52.3199766602831,4.89020062505481 52.3199996117637,4.89023014327127 52.3199944944596,4.89027201549822 52.3199894290402,4.89030242538706 52.3199895567694,4.89034233836647 52.3199897244021,4.89036889491846 52.3199944948697,4.89038777736588 52.3200056391455,4.89039905083353 52.3200173338334,4.89041022662552 52.32003776362,4.89041567451654 52.3200604988224,4.89040783108276 52.3200820134773,4.89039624500615 52.3200982711092,4.89037805232686 52.3201104244246,4.89034751860905 52.3201213611741,4.89031417953365 52.3201282095621,4.89028943233954 52.3201315998248,4.89025998569374 52.320130311404,4.89003035559333 52.3200984811572,4.88999909308225 52.320089614265,4.88996405541178 52.3200784020281),(4.88985698293828 52.3188281922615,4.88977599127315 52.3188218658679,4.88977483497803 52.3188216542866,4.88968437809342 52.318805320554,4.88961218477848 52.3187978356703,4.88955580638089 52.3187742571921,4.88953670709024 52.3187352776199,4.88951647909798 52.318710646824,4.88953613341918 52.3186987667339,4.88959353459228 52.3187187544012,4.88962959096842 52.318726087314,4.88964609222783 52.3187351355348,4.88968761827777 52.3187766091492,4.88971676672448 52.3187904920591,4.88977325239727 52.3188044988968,4.88985813853014 52.3188114348598,4.88997336337466 52.3188137167656,4.89001836551584 52.3188067246428,4.89007697734743 52.3188063687676,4.89011017429647 52.3188071104432,4.89015218299186 52.3188054893878,4.89019224775025 52.3188032669554,4.89020392571924 52.3188069021505,4.89021456204312 52.3188171210306,4.89021152841563 52.3188260871052,4.89011184360132 52.3188322563526,4.89000537684875 52.3188324021465,4.88995561142652 52.3188286068513,4.88992632353172 52.3188284837468,4.88985698293828 52.3188281922615),(4.88950177252371 52.3178697755216,4.88950119996139 52.3178580440225,4.88950118791345 52.3178578102887,4.88951144109677 52.3178458996383,4.88964872597762 52.3178464771101,4.8897080445294 52.3178405249889,4.88976441939884 52.3178394318527,4.88983300467069 52.3178454814066,4.88986621221996 52.3178478320152,4.88997748500585 52.3178491895418,4.88999478507202 52.3178523630469,4.89000119261028 52.3178616833707,4.89000036518667 52.3178700924818,4.88998875415501 52.3178749150742,4.88997211817927 52.3178766157517,4.88995478855256 52.3178747723148,4.88994691904541 52.3178676568443,4.88994268059869 52.3178663357967,4.88993540216319 52.3178640672386,4.88985374372365 52.3178650541655,4.88983853511812 52.3178676416301,4.88983458802785 52.317869117012,4.88982329169797 52.3178733387282,4.88980159114344 52.317875458491,4.88974520133573 52.317877881778,4.88966639234166 52.317882421754,4.88959989812817 52.31788347228,4.88952404770604 52.3178818230175,4.88950674296389 52.3178777596308,4.88950523035674 52.3178753175711,4.88950177252371 52.3178697755216)))","15398328",{68BFEF4A-05AD-4680-A7D8-C9D22A9750CE},Sportpark 't Loopveld,Sportpark 't Loopveld 02,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-GOLF-23F,Golf,2011,Gras,19113.13054,1566.30627
"MULTIPOLYGON (((4.88325906724044 52.3207336743414,4.8824090888522 52.3207164791034,4.88239139299363 52.3210191399237,4.88236194726594 52.3216006691908,4.88321261143607 52.3216170856967,4.88322846784593 52.3213183626159,4.88325906724044 52.3207336743414)))","15401005",{5FA54E1A-7A79-4C14-8AF6-6C1540203E55},Sportpark 't Loopveld,Sportpark 't Loopveld 01,Sportveld (verhard),Kunststofverharding,SPZ-LOO-01,Hockey,2014,Kunstgras — semi-water,5712.6903,312.78524
"MULTIPOLYGON (((4.98606309486859 52.3790746333216,4.98577791510443 52.3792685708589,4.98621116538611 52.3795024927254,4.98649196202409 52.379308539324,4.98606309486859 52.3790746333216)))","15403554",{42B3AFB5-30BD-47BF-938B-CFFD92C5C6E6},Sportpark Durgerdam,Sportpark Durgerdam,Sportveld (verhard),Kunststofverharding,SPN-DUR-03,Voetbal,2005,Kunstgras- non infill,1134.88009,136.31793
"MULTIPOLYGON (((4.96677205005765 52.3729099828019,4.9669489302415 52.3728160699062,4.96686253454805 52.3727550444646,4.96668555463197 52.3728490041721,4.96677205005765 52.3729099828019)))","15447279",{D037A704-E152-476D-887A-012DD4D16C2B},Sportpark Zeeburgereiland,Sportpark Zeeburgereiland,Sportveld (verhard),,SPO-ZEEBURG-06,Balspel,2005,,143.31175,49.87062
"MULTIPOLYGON (((4.89811832875889 52.4141703396643,4.89813389570618 52.4141502266933,4.89813376167212 52.4141437280841,4.89813601253335 52.4141302289682,4.89813367480927 52.41411831071,4.89813105594886 52.4141065620563,4.89811905819239 52.4140842951127,4.8981122028163 52.4140755218514,4.89809119374463 52.4140440593124,4.89806909350581 52.4140115856503,4.89800868193323 52.4139199410354,4.89798590591428 52.4138847862528,4.89797094150494 52.4138636484725,4.8979587376606 52.413845416106,4.89794364168729 52.4138228846961,4.89788962306339 52.4137446579827,4.8978433460975 52.4136748127259,4.89783567790806 52.4136637891829,4.89776550486289 52.4135591080032,4.89774821739356 52.4135340689524,4.89773399483278 52.4135123230457,4.89772344612032 52.4134959579301,4.89769885840757 52.4134585307204,4.89765623798169 52.4133996743886,4.8976352277656 52.4133683735351,4.89762306173366 52.4133494043018,4.89761249710923 52.4133358162877,4.89760261233269 52.4133258800601,4.89759321832563 52.413318084916,4.89758751640239 52.4133126867504,4.89757672874594 52.4133046521674,4.8975598727292 52.413295118534,4.89755361856919 52.4132918122025,4.89754231651358 52.4132864358293,4.89752862775283 52.4132802407043,4.8974967984696 52.4132690274049,4.89746192577319 52.41326056072,4.89742748952139 52.4132551606111,4.89739003794753 52.4132526240688,4.89735302250596 52.413253181063,4.89731885820334 52.4132564191605,4.89728284717959 52.4132631727638,4.89724837813543 52.4132727009229,4.89721761503666 52.4132846980213,4.89721635752242 52.4132854387943,4.89718972243945 52.4132976237219,4.89707896707924 52.4133500398526,4.89702629853747 52.41337448403,4.89701011972303 52.4133821284834,4.89695305439154 52.4134094125044,4.896724690107 52.4135171637928,4.89657866482943 52.4135862582926,4.89649213165464 52.4136266139088,4.89642966147099 52.4136561311888,4.89635675422937 52.4136910786658,4.896286645888 52.4137241233294,4.89620056470923 52.4137647592223,4.89617088237122 52.4137786479307,4.89615558978698 52.4137858735216,4.89612712501335 52.4137999739807,4.89609748552543 52.4138139706999,4.89602990400315 52.4138457674168,4.89601031270321 52.4138549344723,4.89598707030672 52.4138659648027,4.89595619938413 52.4138809899588,4.8959346889081 52.4138962156957,4.8959204147784 52.4139149766096,4.89591759432203 52.4139360409093,4.89592298251343 52.4139564651731,4.89593801667681 52.4139752038062,4.89595735028741 52.4139906078769,4.8959613288115 52.4139936801666,4.89597931674872 52.4140084944584,4.8960019762011 52.4140261861807,4.89602481114453 52.4140439595148,4.89604735155881 52.4140617855493,4.89606979199811 52.4140793505235,4.89609015856186 52.4140957205302,4.89615633203588 52.41414855446,4.89617340780433 52.4141621336358,4.89619755122068 52.4141812155646,4.89623430234612 52.4142098856077,4.8962688211283 52.4142370724181,4.89658188888287 52.4144856458352,4.8966400760347 52.4144580790349,4.89652409620867 52.4143674438759,4.89632120479431 52.4142066326481,4.89626819433655 52.4141636498698,4.8963768400185 52.4141148657483,4.89640626200702 52.4141019375868,4.8964359629691 52.4140877073671,4.89646109292097 52.4140761185464,4.89648533281927 52.4140626116689,4.89650482418747 52.4140505231415,4.89651960548445 52.4140390352516,4.89652629151454 52.4140325469084,4.8965373804842 52.4140200101477,4.89654659928618 52.4140077891962,4.8965532286089 52.4139971303562,4.89655787762044 52.4139834614467,4.89656033558013 52.4139751940174,4.89656196142453 52.4139597779761,4.89656042532621 52.4139485101142,4.89655625779063 52.4139293222404,4.89654850006989 52.4139118091739,4.89653782367043 52.4138963871255,4.89651825318582 52.413875814281,4.89649049603129 52.4138525741519,4.89641078566514 52.4137904540359,4.89635716511898 52.4137495089576,4.8965089208654 52.4136766726457,4.89657634150885 52.4136447491631,4.89663868766215 52.4136144763314,4.89670047530237 52.4135855223367,4.89676971189542 52.4135528423132,4.89687402966983 52.4135031500455,4.89713071051946 52.4133839754783,4.89718160929576 52.4133587420113,4.89721815260318 52.4133410796557,4.8972424935306 52.4133303412312,4.89725994519364 52.4133218931228,4.89728065229373 52.4133127933882,4.89730640301005 52.4133048199828,4.89733466692374 52.4132995173015,4.89736199635044 52.4132963138557,4.89739111772578 52.4132958770144,4.89742199540133 52.4132987728496,4.89744580012861 52.4133032931647,4.8974665416764 52.4133083580469,4.89748832801352 52.4133159707433,4.89750451828573 52.4133232367523,4.89751800566129 52.4133303657614,4.89752804276462 52.4133371569547,4.89754058206698 52.4133476164539,4.89754933574202 52.4133574940864,4.89756276680135 52.4133763696912,4.89765222450038 52.4135075003877,4.89775062351248 52.4136555287426,4.89786371241859 52.4138216558528,4.89795075980152 52.4139476084649,4.89804234999866 52.414085488372,4.89806426619226 52.4141239829905,4.89806539232771 52.4141338111182,4.8980629663573 52.414135212161,4.89805835561744 52.4141361368275,4.89802377174668 52.4141320574673,4.89802018746716 52.4141478429214,4.89804286942668 52.4141502643611,4.89804596802249 52.4141505108318,4.89811380791507 52.4141737722526,4.89811832875889 52.4141703396643)))","15452179",{2766C8D8-BE11-48DC-B243-7AC594E6C5D9},Sportpark Tuindorp-Oostzaan,Sportpark Tuindorp-Oostzaan,Sportveld (verhard),Halfverharding,SPN-TUI-04,Honkbal,2013,Gravel,2595.38086,634.75515
"MULTIPOLYGON (((4.79510657035612 52.3698242537128,4.79510034515098 52.3699802748207,4.79564036397892 52.3699892208062,4.79564131336187 52.3699334474051,4.79564554994962 52.3698325407767,4.79510657035612 52.3698242537128)))","15586469",{FA01CF23-D024-4FB6-93C9-63689776BD2D},Sportpark Ookmeer,Sportpark Ookmeer 02,Sportveld (verhard),Halfverharding,SPW-OOK-39,Tennis,2013,Gravel,639.03555,108.31279
"MULTIPOLYGON (((4.85500072774885 52.3317874226482,4.85523598187241 52.3317927896528,4.85525585824062 52.331462635869,4.85502075457426 52.33145735242,4.85500072774885 52.3317874226482)))","15603069",{C72BB47A-DB33-4E1A-A196-B4464302FA1B},Sportpark Amstel (Tennispark),Sportpark Amstel (Tennispark),Sportveld (verhard),Halfverharding,SPZ-AMSTEL-05,Tennis,0,Gravel,589.61241,105.59343
"MULTIPOLYGON (((4.93133268915731 52.3404821131858,4.93090809784453 52.3402185740271,4.93067350310556 52.3400722475778,4.92963015452659 52.3407040113942,4.93029022254289 52.3411137064151,4.93045856600687 52.3410106376479,4.93081264358284 52.3407969268768,4.93133268915731 52.3404821131858)))","15603258",{736C9EDA-0ECC-444B-BF98-386231DB1384},Sportpark Drieburg,Sportpark Drieburg 02,Sportveld (begroeid),Gras- en kruidachtigen,SPO-DRIE-11,Voetbal,2008,Gras,6395.9032,327.9707
"MULTIPOLYGON (((4.84931819802298 52.3403748794852,4.84954737032758 52.3404059261358,4.84966388787895 52.3400803764856,4.84943593358757 52.3400495034015,4.84931819802298 52.3403748794852)))","15641130",{CB584C5A-5A6A-4C34-B058-F7F707AB39E9},Sportpark Zuid,Sportpark Zuid,Sportveld (verhard),Kunststofverharding,SPZ-ZUID-04,Tennis,2005,Top Clay (clay tech),591.57299,106.07023
"MULTIPOLYGON (((4.93805881369928 52.3156481622039,4.93812939791223 52.315672284224,4.93815434584701 52.3156808094654,4.93827302039172 52.3157213633623,4.93853275035247 52.3154378763085,4.93831688363573 52.3153638801882,4.93805881369928 52.3156481622039)))","15662043",{DCF4F7A1-BA5B-44E5-97EA-D259F80805EC},Sportpark Strandvliet,Sportpark Strandvliet,Sportveld (verhard),Halfverharding,SPO-STRAND-07,Tennis,2015,Gravel,607.71722,105.95952
"MULTIPOLYGON (((4.94675893477537 52.3473501480884,4.94664912052563 52.3472849482258,4.94643999224657 52.3474173141565,4.94654444226951 52.3474817985459,4.94675893477537 52.3473501480884)))","15673299",{420797A7-1F2F-4591-A5DF-3DE9E78F36E4},Sportpark Middenmeer-Voorland,Sportpark Middenmeer-Voorland 01,Sportveld (verhard),Asfaltverharding,SPO-MIDD-48B,Padel,2017,Asfalt,211.34749,61.71356
"MULTIPOLYGON (((4.84981248918063 52.3178828631264,4.85125475880126 52.3178894330207,4.85126152743585 52.3173684659856,4.84981892493586 52.3173617148506,4.84981248918063 52.3178828631264)))","15676560",{9B6239B6-4A26-44FC-B495-1956A4D72127},Sportpark Amsterdamse Bos,Sportpark Amsterdamse Bos 03,Sportveld (verhard),Kunststofverharding,SPZ-AMSTER-15,Hockey,2016,Kunstgras — semi-water,5702.38609,312.66601
